Paper_ID,ML_Condition_ID,Observation_ID,Feature_Name,Original_Value,Recovered_Value,Units,Evidence_Type,Evidence_Location,Page,Figure,Table,Section,Extraction_Method,Confidence,Reviewer_Status,Reviewer_Notes
P012,P012_MC03,OBS057,TRIP evidence,Evidence_TRIP=RT response described as deformation-twinning dominant.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC03,OBS057,TWIP evidence,Evidence_TWIP=Deformation twinning dominant for all three alloys at RT; coupled TWIP/TRIP reported at cryogenic temperature.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC03,OBS057,phase-transformation evidence,Characterization_methods=XRD; EBSD; TEM,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC03,OBS057,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC03,OBS057,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC03,OBS057,condition-to-test-series linkage,Parent_Experiment_ID=P012_PE03,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC04,OBS058,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC04,OBS058,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC04,OBS058,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC04,OBS058,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC04,OBS058,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC04,OBS058,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC04,OBS058,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC04,OBS058,test temperature,Test_T_K=77.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC04,OBS058,processing history,Processing_route=Thermomechanically processed; interrupted tensile characterization,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC04,OBS058,mechanical properties,UTS_MPa=1022.0 | Elongation_pct=110.0,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC04,OBS058,TRIP evidence,"Evidence_TRIP=At cryogenic temperature, preferential strain-induced martensitic transformation is reported; Mo increases ε-martensite with strain.",,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC04,OBS058,TWIP evidence,Evidence_TWIP=Deformation twinning dominant for all three alloys at RT; coupled TWIP/TRIP reported at cryogenic temperature.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC04,OBS058,phase-transformation evidence,Characterization_methods=XRD; EBSD; TEM,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC04,OBS058,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC04,OBS058,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC04,OBS058,condition-to-test-series linkage,Parent_Experiment_ID=P012_PE04,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC05,OBS059,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC05,OBS059,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC05,OBS059,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC05,OBS059,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC05,OBS059,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC05,OBS059,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC05,OBS059,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC05,OBS059,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC05,OBS059,processing history,Processing_route=Thermomechanically processed; interrupted tensile characterization,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC05,OBS059,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC05,OBS059,TRIP evidence,Evidence_TRIP=RT response described as deformation-twinning dominant.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC05,OBS059,TWIP evidence,Evidence_TWIP=Deformation twinning dominant for all three alloys at RT; coupled TWIP/TRIP reported at cryogenic temperature.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC05,OBS059,phase-transformation evidence,Characterization_methods=XRD; EBSD; TEM,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC05,OBS059,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC05,OBS059,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC05,OBS059,condition-to-test-series linkage,Parent_Experiment_ID=P012_PE05,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC06,OBS060,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC06,OBS060,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC06,OBS060,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC06,OBS060,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC06,OBS060,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC06,OBS060,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC06,OBS060,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC06,OBS060,test temperature,Test_T_K=77.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC06,OBS060,processing history,Processing_route=Thermomechanically processed; interrupted tensile characterization,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC06,OBS060,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC06,OBS060,TRIP evidence,"Evidence_TRIP=At cryogenic temperature, preferential strain-induced martensitic transformation is reported; Mo increases ε-martensite with strain.",,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC06,OBS060,TWIP evidence,Evidence_TWIP=Deformation twinning dominant for all three alloys at RT; coupled TWIP/TRIP reported at cryogenic temperature.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC06,OBS060,phase-transformation evidence,Characterization_methods=XRD; EBSD; TEM,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC06,OBS060,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC06,OBS060,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P012,P012_MC06,OBS060,condition-to-test-series linkage,Parent_Experiment_ID=P012_PE06,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS061,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS061,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS061,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS061,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS061,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS061,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS061,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS061,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS061,processing history,Processing_route=As-cast DP-HEA; in-situ tensile loading under synchrotron X-ray diffraction,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS061,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS061,TRIP evidence,Evidence_TRIP=In-situ SXRD quantitatively tracks γ-FCC→ε-HCP phase evolution.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS061,TWIP evidence,Evidence_TWIP=SXRD peak/orientation analysis identifies twinning activity in ε-HCP during loading.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS061,phase-transformation evidence,Characterization_methods=In-situ SXRD; EBSD; OM; SEM,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS061,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS061,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS061,condition-to-test-series linkage,Parent_Experiment_ID=P013_PE01,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS062,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS062,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS062,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS062,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS062,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS062,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS062,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS062,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS062,processing history,Processing_route=As-cast DP-HEA; in-situ tensile loading under synchrotron X-ray diffraction,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS062,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS062,TRIP evidence,Evidence_TRIP=In-situ SXRD quantitatively tracks γ-FCC→ε-HCP phase evolution.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS062,TWIP evidence,Evidence_TWIP=SXRD peak/orientation analysis identifies twinning activity in ε-HCP during loading.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS062,phase-transformation evidence,Characterization_methods=In-situ SXRD; EBSD; OM; SEM,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS062,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS062,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS062,condition-to-test-series linkage,Parent_Experiment_ID=P013_PE01,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS063,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS063,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS063,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS063,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS063,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS063,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS063,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS063,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS063,processing history,Processing_route=As-cast DP-HEA; in-situ tensile loading under synchrotron X-ray diffraction,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS063,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS063,TRIP evidence,Evidence_TRIP=In-situ SXRD quantitatively tracks γ-FCC→ε-HCP phase evolution.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS063,TWIP evidence,Evidence_TWIP=SXRD peak/orientation analysis identifies twinning activity in ε-HCP during loading.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS063,phase-transformation evidence,Characterization_methods=In-situ SXRD; EBSD; OM; SEM,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS063,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS063,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS063,condition-to-test-series linkage,Parent_Experiment_ID=P013_PE01,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS064,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS064,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS064,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS064,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS064,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS064,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS064,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS064,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS064,processing history,Processing_route=As-cast DP-HEA; in-situ tensile loading under synchrotron X-ray diffraction,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS064,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS064,TRIP evidence,Evidence_TRIP=In-situ SXRD quantitatively tracks γ-FCC→ε-HCP phase evolution.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS064,TWIP evidence,Evidence_TWIP=SXRD peak/orientation analysis identifies twinning activity in ε-HCP during loading.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS064,phase-transformation evidence,Characterization_methods=In-situ SXRD; EBSD; OM; SEM,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS064,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS064,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS064,condition-to-test-series linkage,Parent_Experiment_ID=P013_PE01,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS065,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS065,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS065,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS065,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS065,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS065,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS065,strain rate,Strain_rate_s-1=0.001,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS065,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS065,processing history,Processing_route=As-cast DP-HEA; in-situ tensile loading under synchrotron X-ray diffraction,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS065,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS065,TRIP evidence,Evidence_TRIP=In-situ SXRD quantitatively tracks γ-FCC→ε-HCP phase evolution.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS065,TWIP evidence,Evidence_TWIP=SXRD peak/orientation analysis identifies twinning activity in ε-HCP during loading.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS065,phase-transformation evidence,Characterization_methods=In-situ SXRD; EBSD; OM; SEM,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS065,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS065,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P013,P013_MC01,OBS065,condition-to-test-series linkage,Parent_Experiment_ID=P013_PE01,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC01,OBS066,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC01,OBS066,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC01,OBS066,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC01,OBS066,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC01,OBS066,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC01,OBS066,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC01,OBS066,strain rate,,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC01,OBS066,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC01,OBS066,processing history,Processing_route=As-cast,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC01,OBS066,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC01,OBS066,TRIP evidence,Evidence_TRIP=Cold rolling induces FCC→HCP; tensile deformation of heterogeneous states includes FCC→HCP transformation.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC01,OBS066,TWIP evidence,Evidence_TWIP=Deformation twins contribute to ductility in heterogeneous annealed states.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC01,OBS066,phase-transformation evidence,Characterization_methods=XRD; SEM; EBSD; TEM; microhardness,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC01,OBS066,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC01,OBS066,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC01,OBS066,condition-to-test-series linkage,Parent_Experiment_ID=P014_PE01,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC02,OBS067,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC02,OBS067,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC02,OBS067,SFE method,,,method/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC02,OBS067,initial FCC fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC02,OBS067,initial HCP fraction,,,as reported,,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC02,OBS067,DeltaG / transformation driving force,,,as reported (currently J mol^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC02,OBS067,strain rate,,,as reported (currently s^-1 field),,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC02,OBS067,test temperature,Test_T_K=298.0,,as reported (currently K field),,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC02,OBS067,processing history,Processing_route=Cold rolled,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC02,OBS067,mechanical properties,,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC02,OBS067,TRIP evidence,Evidence_TRIP=Cold rolling induces FCC→HCP; tensile deformation of heterogeneous states includes FCC→HCP transformation.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC02,OBS067,TWIP evidence,Evidence_TWIP=Deformation twins contribute to ductility in heterogeneous annealed states.,,text/evidence,,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC02,OBS067,phase-transformation evidence,Characterization_methods=XRD; SEM; EBSD; TEM; microhardness,,mixed; preserve each reported unit,,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC02,OBS067,specimen identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC02,OBS067,replicate identity,,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC02,OBS067,condition-to-test-series linkage,Parent_Experiment_ID=P014_PE02,,identifier/text,,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC03,OBS068,grain size,,,as reported (currently µm field),,,,,,,,,PENDING_SOURCE_REVIEW,
P014,P014_MC03,OBS068,SFE,,,as reported (currently mJ m^-2 field),,,,,,,,,PENDING_SOURCE_REVIEW,
